Year,Geography,Sex,Age group,GeoCode,Value
2015,,,,,6.9
2016,,,,,7.0
2017,,,,,6.4
2018,,,,,5.8
2019,,,,,5.7
2020,,,,,9.7
2021,,,,,7.5
2022,,,,,5.3
2023,,,,,5.4
2015,Canada,Both sexes,15 to 24 years,,12.8
2015,Canada,Both sexes,25 years and over,,5.9
2015,Canada,Both sexes,25 to 44 years,,6.2
2015,Canada,Both sexes,45 to 64 years,,5.8
2015,Canada,Both sexes,45 years and over,,5.7
2015,Canada,Both sexes,25 to 54 years,,5.9
2015,Canada,Both sexes,55 years and over,,6.0
2015,Canada,Both sexes,15 to 64 years,,7.0
2015,Canada,Both sexes,15 to 19 years,,17.5
2015,Canada,Both sexes,20 to 24 years,,10.1
2015,Canada,Both sexes,25 to 29 years,,7.5
2015,Canada,Both sexes,30 to 34 years,,5.8
2015,Canada,Both sexes,35 to 39 years,,5.8
2015,Canada,Both sexes,40 to 44 years,,5.6
2015,Canada,Both sexes,45 to 49 years,,5.2
2015,Canada,Both sexes,50 to 54 years,,5.6
2015,Canada,Both sexes,55 to 59 years,,6.1
2015,Canada,Both sexes,60 to 64 years,,6.7
2015,Canada,Both sexes,65 years and over,,4.5
2015,Canada,Both sexes,65 to 69 years,,5.4
2015,Canada,Both sexes,70 years and over,,2.8
2015,Canada,Males,15 years and over,,7.5
2015,Canada,Males,15 to 24 years,,14.6
2015,Canada,Males,25 years and over,,6.3
2015,Canada,Males,25 to 44 years,,6.5
2015,Canada,Males,45 to 64 years,,6.3
2015,Canada,Males,45 years and over,,6.1
2015,Canada,Males,25 to 54 years,,6.3
2015,Canada,Males,55 years and over,,6.4
2015,Canada,Males,15 to 64 years,,7.6
2015,Canada,Males,15 to 19 years,,19.2
2015,Canada,Males,20 to 24 years,,12.2
2015,Canada,Males,25 to 29 years,,8.3
2015,Canada,Males,30 to 34 years,,6.0
2015,Canada,Males,35 to 39 years,,5.9
2015,Canada,Males,40 to 44 years,,5.7
2015,Canada,Males,45 to 49 years,,5.5
2015,Canada,Males,50 to 54 years,,6.2
2015,Canada,Males,55 to 59 years,,6.4
2015,Canada,Males,60 to 64 years,,7.5
2015,Canada,Males,65 years and over,,4.8
2015,Canada,Males,65 to 69 years,,6.0
2015,Canada,Males,70 years and over,,2.6
2015,Canada,Females,15 years and over,,6.3
2015,Canada,Females,15 to 24 years,,10.8
2015,Canada,Females,25 years and over,,5.5
2015,Canada,Females,25 to 44 years,,5.8
2015,Canada,Females,45 to 64 years,,5.3
2015,Canada,Females,45 years and over,,5.2
2015,Canada,Females,25 to 54 years,,5.5
2015,Canada,Females,55 years and over,,5.4
2015,Canada,Females,15 to 64 years,,6.4
2015,Canada,Females,15 to 19 years,,15.8
2015,Canada,Females,20 to 24 years,,7.8
2015,Canada,Females,25 to 29 years,,6.6
2015,Canada,Females,30 to 34 years,,5.5
2015,Canada,Females,35 to 39 years,,5.6
2015,Canada,Females,40 to 44 years,,5.5
2015,Canada,Females,45 to 49 years,,4.9
2015,Canada,Females,50 to 54 years,,5.1
2015,Canada,Females,55 to 59 years,,5.7
2015,Canada,Females,60 to 64 years,,5.7
2015,Canada,Females,65 years and over,,4.1
2015,Canada,Females,65 to 69 years,,4.4
2015,Canada,Females,70 years and over,,3.4
2015,Newfoundland and Labrador,Both sexes,15 years and over,10,13.2
2015,Newfoundland and Labrador,Both sexes,15 to 24 years,10,16.6
2015,Newfoundland and Labrador,Both sexes,25 years and over,10,12.6
2015,Newfoundland and Labrador,Both sexes,25 to 44 years,10,10.6
2015,Newfoundland and Labrador,Both sexes,45 to 64 years,10,14.2
2015,Newfoundland and Labrador,Both sexes,45 years and over,10,14.2
2015,Newfoundland and Labrador,Both sexes,25 to 54 years,10,11.3
2015,Newfoundland and Labrador,Both sexes,55 years and over,10,16.5
2015,Newfoundland and Labrador,Both sexes,15 to 64 years,10,13.1
2015,Newfoundland and Labrador,Both sexes,15 to 19 years,10,19.1
2015,Newfoundland and Labrador,Both sexes,20 to 24 years,10,15.1
2015,Newfoundland and Labrador,Both sexes,25 to 29 years,10,11.0
2015,Newfoundland and Labrador,Both sexes,30 to 34 years,10,10.6
2015,Newfoundland and Labrador,Both sexes,35 to 39 years,10,10.0
2015,Newfoundland and Labrador,Both sexes,40 to 44 years,10,11.0
2015,Newfoundland and Labrador,Both sexes,45 to 49 years,10,11.5
2015,Newfoundland and Labrador,Both sexes,50 to 54 years,10,13.2
2015,Newfoundland and Labrador,Both sexes,55 to 59 years,10,15.1
2015,Newfoundland and Labrador,Both sexes,60 to 64 years,10,19.2
2015,Newfoundland and Labrador,Both sexes,65 years and over,10,14.6
2015,Newfoundland and Labrador,Both sexes,65 to 69 years,10,17.1
2015,Newfoundland and Labrador,Both sexes,70 years and over,10,
2015,Newfoundland and Labrador,Males,15 years and over,10,15.6
2015,Newfoundland and Labrador,Males,15 to 24 years,10,20.5
2015,Newfoundland and Labrador,Males,25 years and over,10,14.8
2015,Newfoundland and Labrador,Males,25 to 44 years,10,12.1
2015,Newfoundland and Labrador,Males,45 to 64 years,10,16.8
2015,Newfoundland and Labrador,Males,45 years and over,10,17.0
2015,Newfoundland and Labrador,Males,25 to 54 years,10,13.3
2015,Newfoundland and Labrador,Males,55 years and over,10,18.8
2015,Newfoundland and Labrador,Males,15 to 64 years,10,15.5
2015,Newfoundland and Labrador,Males,15 to 19 years,10,23.9
2015,Newfoundland and Labrador,Males,20 to 24 years,10,18.7
2015,Newfoundland and Labrador,Males,25 to 29 years,10,12.0
2015,Newfoundland and Labrador,Males,30 to 34 years,10,12.2
2015,Newfoundland and Labrador,Males,35 to 39 years,10,11.6
2015,Newfoundland and Labrador,Males,40 to 44 years,10,12.9
2015,Newfoundland and Labrador,Males,45 to 49 years,10,14.6
2015,Newfoundland and Labrador,Males,50 to 54 years,10,16.0
2015,Newfoundland and Labrador,Males,55 to 59 years,10,17.7
2015,Newfoundland and Labrador,Males,60 to 64 years,10,21.2
2015,Newfoundland and Labrador,Males,65 years and over,10,
2015,Newfoundland and Labrador,Males,65 to 69 years,10,
2015,Newfoundland and Labrador,Males,70 years and over,10,
2015,Newfoundland and Labrador,Females,15 years and over,10,10.4
2015,Newfoundland and Labrador,Females,15 to 24 years,10,12.6
2015,Newfoundland and Labrador,Females,25 years and over,10,10.1
2015,Newfoundland and Labrador,Females,25 to 44 years,10,9.2
2015,Newfoundland and Labrador,Females,45 to 64 years,10,11.1
2015,Newfoundland and Labrador,Females,45 years and over,10,11.0
2015,Newfoundland and Labrador,Females,25 to 54 years,10,9.2
2015,Newfoundland and Labrador,Females,55 years and over,10,12.9
2015,Newfoundland and Labrador,Females,15 to 64 years,10,10.5
2015,Newfoundland and Labrador,Females,15 to 19 years,10,14.9
2015,Newfoundland and Labrador,Females,20 to 24 years,10,11.2
2015,Newfoundland and Labrador,Females,25 to 29 years,10,9.9
2015,Newfoundland and Labrador,Females,30 to 34 years,10,8.8
2015,Newfoundland and Labrador,Females,35 to 39 years,10,8.0
2015,Newfoundland and Labrador,Females,40 to 44 years,10,9.8
2015,Newfoundland and Labrador,Females,45 to 49 years,10,8.1
2015,Newfoundland and Labrador,Females,50 to 54 years,10,10.3
2015,Newfoundland and Labrador,Females,55 to 59 years,10,11.9
2015,Newfoundland and Labrador,Females,60 to 64 years,10,16.7
2015,Newfoundland and Labrador,Females,65 years and over,10,
2015,Newfoundland and Labrador,Females,65 to 69 years,10,
2015,Newfoundland and Labrador,Females,70 years and over,10,
2015,Prince Edward Island,Both sexes,15 years and over,11,10.6
2015,Prince Edward Island,Both sexes,15 to 24 years,11,15.4
2015,Prince Edward Island,Both sexes,25 years and over,11,9.7
2015,Prince Edward Island,Both sexes,25 to 44 years,11,9.6
2015,Prince Edward Island,Both sexes,45 to 64 years,11,9.6
2015,Prince Edward Island,Both sexes,45 years and over,11,9.8
2015,Prince Edward Island,Both sexes,25 to 54 years,11,9.1
2015,Prince Edward Island,Both sexes,55 years and over,11,11.3
2015,Prince Edward Island,Both sexes,15 to 64 years,11,10.5
2015,Prince Edward Island,Both sexes,15 to 19 years,11,19.6
2015,Prince Edward Island,Both sexes,20 to 24 years,11,12.3
2015,Prince Edward Island,Both sexes,25 to 29 years,11,11.3
2015,Prince Edward Island,Both sexes,30 to 34 years,11,9.7
2015,Prince Edward Island,Both sexes,35 to 39 years,11,9.6
2015,Prince Edward Island,Both sexes,40 to 44 years,11,8.1
2015,Prince Edward Island,Both sexes,45 to 49 years,11,8.1
2015,Prince Edward Island,Both sexes,50 to 54 years,11,8.3
2015,Prince Edward Island,Both sexes,55 to 59 years,11,10.1
2015,Prince Edward Island,Both sexes,60 to 64 years,11,13.6
2015,Prince Edward Island,Both sexes,65 years and over,11,10.6
2015,Prince Edward Island,Both sexes,65 to 69 years,11,12.9
2015,Prince Edward Island,Both sexes,70 years and over,11,
2015,Prince Edward Island,Males,15 years and over,11,12.0
2015,Prince Edward Island,Males,15 to 24 years,11,20.3
2015,Prince Edward Island,Males,25 years and over,11,10.5
2015,Prince Edward Island,Males,25 to 44 years,11,11.3
2015,Prince Edward Island,Males,45 to 64 years,11,9.9
2015,Prince Edward Island,Males,45 years and over,11,9.9
2015,Prince Edward Island,Males,25 to 54 years,11,9.7
2015,Prince Edward Island,Males,55 years and over,11,11.3
2015,Prince Edward Island,Males,15 to 64 years,11,11.9
2015,Prince Edward Island,Males,15 to 19 years,11,23.1
2015,Prince Edward Island,Males,20 to 24 years,11,18.4
2015,Prince Edward Island,Males,25 to 29 years,11,10.8
2015,Prince Edward Island,Males,30 to 34 years,11,10.8
2015,Prince Edward Island,Males,35 to 39 years,11,13.9
2015,Prince Edward Island,Males,40 to 44 years,11,9.8
2015,Prince Edward Island,Males,45 to 49 years,11,6.8
2015,Prince Edward Island,Males,50 to 54 years,11,7.7
2015,Prince Edward Island,Males,55 to 59 years,11,9.1
2015,Prince Edward Island,Males,60 to 64 years,11,15.6
2015,Prince Edward Island,Males,65 years and over,11,
2015,Prince Edward Island,Males,65 to 69 years,11,
2015,Prince Edward Island,Males,70 years and over,11,
2015,Prince Edward Island,Females,15 years and over,11,9.0
2015,Prince Edward Island,Females,15 to 24 years,11,10.2
2015,Prince Edward Island,Females,25 years and over,11,8.8
2015,Prince Edward Island,Females,25 to 44 years,11,8.6
2015,Prince Edward Island,Females,45 to 64 years,11,9.4
2015,Prince Edward Island,Females,45 years and over,11,9.6
2015,Prince Edward Island,Females,25 to 54 years,11,8.0
2015,Prince Edward Island,Females,55 years and over,11,11.2
2015,Prince Edward Island,Females,15 to 64 years,11,9.2
2015,Prince Edward Island,Females,15 to 19 years,11,12.0
2015,Prince Edward Island,Females,20 to 24 years,11,5.9
2015,Prince Edward Island,Females,25 to 29 years,11,11.4
2015,Prince Edward Island,Females,30 to 34 years,11,8.3
2015,Prince Edward Island,Females,35 to 39 years,11,5.4
2015,Prince Edward Island,Females,40 to 44 years,11,6.7
2015,Prince Edward Island,Females,45 to 49 years,11,7.1
2015,Prince Edward Island,Females,50 to 54 years,11,8.9
2015,Prince Edward Island,Females,55 to 59 years,11,10.9
2015,Prince Edward Island,Females,60 to 64 years,11,11.1
2015,Prince Edward Island,Females,65 years and over,11,
2015,Prince Edward Island,Females,65 to 69 years,11,
2015,Prince Edward Island,Females,70 years and over,11,
2015,Nova Scotia,Both sexes,15 years and over,12,8.8
2015,Nova Scotia,Both sexes,15 to 24 years,12,15.1
2015,Nova Scotia,Both sexes,25 years and over,12,7.7
2015,Nova Scotia,Both sexes,25 to 44 years,12,7.2
2015,Nova Scotia,Both sexes,45 to 64 years,12,8.3
2015,Nova Scotia,Both sexes,45 years and over,12,8.2
2015,Nova Scotia,Both sexes,25 to 54 years,12,7.4
2015,Nova Scotia,Both sexes,55 years and over,12,8.6
2015,Nova Scotia,Both sexes,15 to 64 years,12,8.9
2015,Nova Scotia,Both sexes,15 to 19 years,12,20.7
2015,Nova Scotia,Both sexes,20 to 24 years,12,11.9
2015,Nova Scotia,Both sexes,25 to 29 years,12,8.8
2015,Nova Scotia,Both sexes,30 to 34 years,12,6.7
2015,Nova Scotia,Both sexes,35 to 39 years,12,7.6
2015,Nova Scotia,Both sexes,40 to 44 years,12,5.9
2015,Nova Scotia,Both sexes,45 to 49 years,12,7.5
2015,Nova Scotia,Both sexes,50 to 54 years,12,8.0
2015,Nova Scotia,Both sexes,55 to 59 years,12,8.2
2015,Nova Scotia,Both sexes,60 to 64 years,12,10.2
2015,Nova Scotia,Both sexes,65 years and over,12,6.4
2015,Nova Scotia,Both sexes,65 to 69 years,12,8.4
2015,Nova Scotia,Both sexes,70 years and over,12,
2015,Nova Scotia,Males,15 years and over,12,10.4
2015,Nova Scotia,Males,15 to 24 years,12,17.8
2015,Nova Scotia,Males,25 years and over,12,9.1
2015,Nova Scotia,Males,25 to 44 years,12,8.7
2015,Nova Scotia,Males,45 to 64 years,12,9.6
2015,Nova Scotia,Males,45 years and over,12,9.5
2015,Nova Scotia,Males,25 to 54 years,12,8.7
2015,Nova Scotia,Males,55 years and over,12,10.2
2015,Nova Scotia,Males,15 to 64 years,12,10.6
2015,Nova Scotia,Males,15 to 19 years,12,26.1
2015,Nova Scotia,Males,20 to 24 years,12,13.2
2015,Nova Scotia,Males,25 to 29 years,12,12.1
2015,Nova Scotia,Males,30 to 34 years,12,8.9
2015,Nova Scotia,Males,35 to 39 years,12,8.1
2015,Nova Scotia,Males,40 to 44 years,12,5.8
2015,Nova Scotia,Males,45 to 49 years,12,8.8
2015,Nova Scotia,Males,50 to 54 years,12,8.6
2015,Nova Scotia,Males,55 to 59 years,12,10.4
2015,Nova Scotia,Males,60 to 64 years,12,11.6
2015,Nova Scotia,Males,65 years and over,12,
2015,Nova Scotia,Males,65 to 69 years,12,
2015,Nova Scotia,Males,70 years and over,12,
2015,Nova Scotia,Females,15 years and over,12,7.2
2015,Nova Scotia,Females,15 to 24 years,12,12.4
2015,Nova Scotia,Females,25 years and over,12,6.2
2015,Nova Scotia,Females,25 to 44 years,12,5.6
2015,Nova Scotia,Females,45 to 64 years,12,7.0
2015,Nova Scotia,Females,45 years and over,12,6.7
2015,Nova Scotia,Females,25 to 54 years,12,6.1
2015,Nova Scotia,Females,55 years and over,12,6.6
2015,Nova Scotia,Females,15 to 64 years,12,7.2
2015,Nova Scotia,Females,15 to 19 years,12,15.5
2015,Nova Scotia,Females,20 to 24 years,12,10.4
2015,Nova Scotia,Females,25 to 29 years,12,5.3
2015,Nova Scotia,Females,30 to 34 years,12,4.4
2015,Nova Scotia,Females,35 to 39 years,12,7.1
2015,Nova Scotia,Females,40 to 44 years,12,6.0
2015,Nova Scotia,Females,45 to 49 years,12,6.3
2015,Nova Scotia,Females,50 to 54 years,12,7.4
2015,Nova Scotia,Females,55 to 59 years,12,6.3
2015,Nova Scotia,Females,60 to 64 years,12,8.6
2015,Nova Scotia,Females,65 years and over,12,
2015,Nova Scotia,Females,65 to 69 years,12,
2015,Nova Scotia,Females,70 years and over,12,
2015,New Brunswick,Both sexes,15 years and over,13,10.0
2015,New Brunswick,Both sexes,15 to 24 years,13,16.9
2015,New Brunswick,Both sexes,25 years and over,13,8.9
2015,New Brunswick,Both sexes,25 to 44 years,13,8.2
2015,New Brunswick,Both sexes,45 to 64 years,13,9.7
2015,New Brunswick,Both sexes,45 years and over,13,9.5
2015,New Brunswick,Both sexes,25 to 54 years,13,8.4
2015,New Brunswick,Both sexes,55 years and over,13,10.4
2015,New Brunswick,Both sexes,15 to 64 years,13,10.2
2015,New Brunswick,Both sexes,15 to 19 years,13,18.5
2015,New Brunswick,Both sexes,20 to 24 years,13,16.0
2015,New Brunswick,Both sexes,25 to 29 years,13,10.6
2015,New Brunswick,Both sexes,30 to 34 years,13,8.7
2015,New Brunswick,Both sexes,35 to 39 years,13,7.0
2015,New Brunswick,Both sexes,40 to 44 years,13,6.9
2015,New Brunswick,Both sexes,45 to 49 years,13,8.0
2015,New Brunswick,Both sexes,50 to 54 years,13,9.3
2015,New Brunswick,Both sexes,55 to 59 years,13,9.8
2015,New Brunswick,Both sexes,60 to 64 years,13,13.2
2015,New Brunswick,Both sexes,65 years and over,13,7.2
2015,New Brunswick,Both sexes,65 to 69 years,13,9.6
2015,New Brunswick,Both sexes,70 years and over,13,
2015,New Brunswick,Males,15 years and over,13,12.6
2015,New Brunswick,Males,15 to 24 years,13,21.9
2015,New Brunswick,Males,25 years and over,13,11.1
2015,New Brunswick,Males,25 to 44 years,13,10.3
2015,New Brunswick,Males,45 to 64 years,13,12.1
2015,New Brunswick,Males,45 years and over,13,11.8
2015,New Brunswick,Males,25 to 54 years,13,10.5
2015,New Brunswick,Males,55 years and over,13,12.7
2015,New Brunswick,Males,15 to 64 years,13,12.8
2015,New Brunswick,Males,15 to 19 years,13,22.6
2015,New Brunswick,Males,20 to 24 years,13,21.5
2015,New Brunswick,Males,25 to 29 years,13,14.0
2015,New Brunswick,Males,30 to 34 years,13,10.7
2015,New Brunswick,Males,35 to 39 years,13,9.0
2015,New Brunswick,Males,40 to 44 years,13,7.8
2015,New Brunswick,Males,45 to 49 years,13,9.4
2015,New Brunswick,Males,50 to 54 years,13,12.1
2015,New Brunswick,Males,55 to 59 years,13,12.2
2015,New Brunswick,Males,60 to 64 years,13,15.6
2015,New Brunswick,Males,65 years and over,13,
2015,New Brunswick,Males,65 to 69 years,13,
2015,New Brunswick,Males,70 years and over,13,
2015,New Brunswick,Females,15 years and over,13,7.2
2015,New Brunswick,Females,15 to 24 years,13,11.9
2015,New Brunswick,Females,25 years and over,13,6.5
2015,New Brunswick,Females,25 to 44 years,13,6.1
2015,New Brunswick,Females,45 to 64 years,13,7.2
2015,New Brunswick,Females,45 years and over,13,6.9
2015,New Brunswick,Females,25 to 54 years,13,6.2
2015,New Brunswick,Females,55 years and over,13,7.5
2015,New Brunswick,Females,15 to 64 years,13,7.3
2015,New Brunswick,Females,15 to 19 years,13,14.3
2015,New Brunswick,Females,20 to 24 years,13,9.7
2015,New Brunswick,Females,25 to 29 years,13,6.9
2015,New Brunswick,Females,30 to 34 years,13,6.0
2015,New Brunswick,Females,35 to 39 years,13,4.9
2015,New Brunswick,Females,40 to 44 years,13,6.1
2015,New Brunswick,Females,45 to 49 years,13,6.7
2015,New Brunswick,Females,50 to 54 years,13,6.5
2015,New Brunswick,Females,55 to 59 years,13,7.1
2015,New Brunswick,Females,60 to 64 years,13,9.6
2015,New Brunswick,Females,65 years and over,13,
2015,New Brunswick,Females,65 to 69 years,13,
2015,New Brunswick,Females,70 years and over,13,
2015,Quebec,Both sexes,15 years and over,24,7.7
2015,Quebec,Both sexes,15 to 24 years,24,12.1
2015,Quebec,Both sexes,25 years and over,24,6.9
2015,Quebec,Both sexes,25 to 44 years,24,7.2
2015,Quebec,Both sexes,45 to 64 years,24,6.6
2015,Quebec,Both sexes,45 years and over,24,6.6
2015,Quebec,Both sexes,25 to 54 years,24,6.7
2015,Quebec,Both sexes,55 years and over,24,7.5
2015,Quebec,Both sexes,15 to 64 years,24,7.7
2015,Quebec,Both sexes,15 to 19 years,24,17.5
2015,Quebec,Both sexes,20 to 24 years,24,9.1
2015,Quebec,Both sexes,25 to 29 years,24,8.6
2015,Quebec,Both sexes,30 to 34 years,24,6.9
2015,Quebec,Both sexes,35 to 39 years,24,6.4
2015,Quebec,Both sexes,40 to 44 years,24,7.0
2015,Quebec,Both sexes,45 to 49 years,24,5.6
2015,Quebec,Both sexes,50 to 54 years,24,6.1
2015,Quebec,Both sexes,55 to 59 years,24,7.6
2015,Quebec,Both sexes,60 to 64 years,24,8.0
2015,Quebec,Both sexes,65 years and over,24,6.4
2015,Quebec,Both sexes,65 to 69 years,24,7.2
2015,Quebec,Both sexes,70 years and over,24,4.9
2015,Quebec,Males,15 years and over,24,8.5
2015,Quebec,Males,15 to 24 years,24,14.5
2015,Quebec,Males,25 years and over,24,7.5
2015,Quebec,Males,25 to 44 years,24,7.5
2015,Quebec,Males,45 to 64 years,24,7.6
2015,Quebec,Males,45 years and over,24,7.5
2015,Quebec,Males,25 to 54 years,24,7.3
2015,Quebec,Males,55 years and over,24,8.1
2015,Quebec,Males,15 to 64 years,24,8.6
2015,Quebec,Males,15 to 19 years,24,19.8
2015,Quebec,Males,20 to 24 years,24,11.5
2015,Quebec,Males,25 to 29 years,24,8.7
2015,Quebec,Males,30 to 34 years,24,7.4
2015,Quebec,Males,35 to 39 years,24,6.8
2015,Quebec,Males,40 to 44 years,24,7.5
2015,Quebec,Males,45 to 49 years,24,6.3
2015,Quebec,Males,50 to 54 years,24,7.3
2015,Quebec,Males,55 to 59 years,24,7.8
2015,Quebec,Males,60 to 64 years,24,9.5
2015,Quebec,Males,65 years and over,24,6.7
2015,Quebec,Males,65 to 69 years,24,7.7
2015,Quebec,Males,70 years and over,24,
2015,Quebec,Females,15 years and over,24,6.8
2015,Quebec,Females,15 to 24 years,24,9.8
2015,Quebec,Females,25 years and over,24,6.2
2015,Quebec,Females,25 to 44 years,24,6.8
2015,Quebec,Females,45 to 64 years,24,5.6
2015,Quebec,Females,45 years and over,24,5.6
2015,Quebec,Females,25 to 54 years,24,6.1
2015,Quebec,Females,55 years and over,24,6.8
2015,Quebec,Females,15 to 64 years,24,6.8
2015,Quebec,Females,15 to 19 years,24,15.3
2015,Quebec,Females,20 to 24 years,24,6.6
2015,Quebec,Females,25 to 29 years,24,8.5
2015,Quebec,Females,30 to 34 years,24,6.4
2015,Quebec,Females,35 to 39 years,24,5.9
2015,Quebec,Females,40 to 44 years,24,6.5
2015,Quebec,Females,45 to 49 years,24,4.8
2015,Quebec,Females,50 to 54 years,24,4.8
2015,Quebec,Females,55 to 59 years,24,7.3
2015,Quebec,Females,60 to 64 years,24,6.1
2015,Quebec,Females,65 years and over,24,5.9
2015,Quebec,Females,65 to 69 years,24,6.4
2015,Quebec,Females,70 years and over,24,
2015,Ontario,Both sexes,15 years and over,35,6.8
2015,Ontario,Both sexes,15 to 24 years,35,14.3
2015,Ontario,Both sexes,25 years and over,35,5.4
2015,Ontario,Both sexes,25 to 44 years,35,6.0
2015,Ontario,Both sexes,45 to 64 years,35,5.0
2015,Ontario,Both sexes,45 years and over,35,4.9
2015,Ontario,Both sexes,25 to 54 years,35,5.6
2015,Ontario,Both sexes,55 years and over,35,5.0
2015,Ontario,Both sexes,15 to 64 years,35,6.9
2015,Ontario,Both sexes,15 to 19 years,35,19.5
2015,Ontario,Both sexes,20 to 24 years,35,11.4
2015,Ontario,Both sexes,25 to 29 years,35,7.9
2015,Ontario,Both sexes,30 to 34 years,35,5.8
2015,Ontario,Both sexes,35 to 39 years,35,5.6
2015,Ontario,Both sexes,40 to 44 years,35,4.9
2015,Ontario,Both sexes,45 to 49 years,35,4.4
2015,Ontario,Both sexes,50 to 54 years,35,5.1
2015,Ontario,Both sexes,55 to 59 years,35,5.2
2015,Ontario,Both sexes,60 to 64 years,35,5.5
2015,Ontario,Both sexes,65 years and over,35,3.6
2015,Ontario,Both sexes,65 to 69 years,35,4.7
2015,Ontario,Both sexes,70 years and over,35,1.7
2015,Ontario,Males,15 years and over,35,7.1
2015,Ontario,Males,15 to 24 years,35,16.0
2015,Ontario,Males,25 years and over,35,5.6
2015,Ontario,Males,25 to 44 years,35,6.3
2015,Ontario,Males,45 to 64 years,35,5.0
2015,Ontario,Males,45 years and over,35,4.9
2015,Ontario,Males,25 to 54 years,35,5.8
2015,Ontario,Males,55 years and over,35,4.9
2015,Ontario,Males,15 to 64 years,35,7.3
2015,Ontario,Males,15 to 19 years,35,20.9
2015,Ontario,Males,20 to 24 years,35,13.4
2015,Ontario,Males,25 to 29 years,35,9.0
2015,Ontario,Males,30 to 34 years,35,5.9
2015,Ontario,Males,35 to 39 years,35,5.5
2015,Ontario,Males,40 to 44 years,35,4.7
2015,Ontario,Males,45 to 49 years,35,4.4
2015,Ontario,Males,50 to 54 years,35,5.2
2015,Ontario,Males,55 to 59 years,35,5.1
2015,Ontario,Males,60 to 64 years,35,5.6
2015,Ontario,Males,65 years and over,35,3.6
2015,Ontario,Males,65 to 69 years,35,5.3
2015,Ontario,Males,70 years and over,35,
2015,Ontario,Females,15 years and over,35,6.4
2015,Ontario,Females,15 to 24 years,35,12.6
2015,Ontario,Females,25 years and over,35,5.3
2015,Ontario,Females,25 to 44 years,35,5.7
2015,Ontario,Females,45 to 64 years,35,4.9
2015,Ontario,Females,45 years and over,35,4.8
2015,Ontario,Females,25 to 54 years,35,5.4
2015,Ontario,Females,55 years and over,35,5.0
2015,Ontario,Females,15 to 64 years,35,6.5
2015,Ontario,Females,15 to 19 years,35,18.1
2015,Ontario,Females,20 to 24 years,35,9.2
2015,Ontario,Females,25 to 29 years,35,6.5
2015,Ontario,Females,30 to 34 years,35,5.8
2015,Ontario,Females,35 to 39 years,35,5.6
2015,Ontario,Females,40 to 44 years,35,5.1
2015,Ontario,Females,45 to 49 years,35,4.5
2015,Ontario,Females,50 to 54 years,35,4.9
2015,Ontario,Females,55 to 59 years,35,5.3
2015,Ontario,Females,60 to 64 years,35,5.4
2015,Ontario,Females,65 years and over,35,3.6
2015,Ontario,Females,65 to 69 years,35,3.7
2015,Ontario,Females,70 years and over,35,
2015,Manitoba,Both sexes,15 years and over,46,5.7
2015,Manitoba,Both sexes,15 to 24 years,46,11.3
2015,Manitoba,Both sexes,25 years and over,46,4.6
2015,Manitoba,Both sexes,25 to 44 years,46,4.9
2015,Manitoba,Both sexes,45 to 64 years,46,4.4
2015,Manitoba,Both sexes,45 years and over,46,4.3
2015,Manitoba,Both sexes,25 to 54 years,46,4.8
2015,Manitoba,Both sexes,55 years and over,46,3.9
2015,Manitoba,Both sexes,15 to 64 years,46,5.8
2015,Manitoba,Both sexes,15 to 19 years,46,16.6
2015,Manitoba,Both sexes,20 to 24 years,46,8.0
2015,Manitoba,Both sexes,25 to 29 years,46,5.8
2015,Manitoba,Both sexes,30 to 34 years,46,5.3
2015,Manitoba,Both sexes,35 to 39 years,46,4.6
2015,Manitoba,Both sexes,40 to 44 years,46,3.7
2015,Manitoba,Both sexes,45 to 49 years,46,4.2
2015,Manitoba,Both sexes,50 to 54 years,46,5.0
2015,Manitoba,Both sexes,55 to 59 years,46,4.0
2015,Manitoba,Both sexes,60 to 64 years,46,4.2
2015,Manitoba,Both sexes,65 years and over,46,3.1
2015,Manitoba,Both sexes,65 to 69 years,46,3.3
2015,Manitoba,Both sexes,70 years and over,46,
2015,Manitoba,Males,15 years and over,46,5.6
2015,Manitoba,Males,15 to 24 years,46,11.7
2015,Manitoba,Males,25 years and over,46,4.5
2015,Manitoba,Males,25 to 44 years,46,4.8
2015,Manitoba,Males,45 to 64 years,46,4.3
2015,Manitoba,Males,45 years and over,46,4.1
2015,Manitoba,Males,25 to 54 years,46,4.6
2015,Manitoba,Males,55 years and over,46,4.0
2015,Manitoba,Males,15 to 64 years,46,5.8
2015,Manitoba,Males,15 to 19 years,46,15.4
2015,Manitoba,Males,20 to 24 years,46,9.6
2015,Manitoba,Males,25 to 29 years,46,5.9
2015,Manitoba,Males,30 to 34 years,46,5.4
2015,Manitoba,Males,35 to 39 years,46,4.7
2015,Manitoba,Males,40 to 44 years,46,3.2
2015,Manitoba,Males,45 to 49 years,46,3.8
2015,Manitoba,Males,50 to 54 years,46,4.4
2015,Manitoba,Males,55 to 59 years,46,4.0
2015,Manitoba,Males,60 to 64 years,46,5.1
2015,Manitoba,Males,65 years and over,46,
2015,Manitoba,Males,65 to 69 years,46,
2015,Manitoba,Males,70 years and over,46,
2015,Manitoba,Females,15 years and over,46,5.7
2015,Manitoba,Females,15 to 24 years,46,10.8
2015,Manitoba,Females,25 years and over,46,4.7
2015,Manitoba,Females,25 to 44 years,46,4.9
2015,Manitoba,Females,45 to 64 years,46,4.6
